student_id,cluster,challenge,epsilon
2021_11_06_14_01_49_882,0,2,0.34
2021_11_06_14_32_12_409,2,2,0.34
2021_11_09_14_20_56_267,0,2,0.34
2021_11_10_13_30_25_215,0,2,0.34
2021_11_10_15_29_28_655,2,2,0.34
2021_11_12_13_28_17_577,0,2,0.34
2021_11_17_09_51_36_409,1,2,0.34
2021_11_17_13_56_20_882,2,2,0.34
2021_11_24_09_00_16_386,0,2,0.34
2021_11_24_15_50_53_531,2,2,0.34
2021_11_27_10_41_03_092,3,2,0.34
2021_12_01_10_12_35_656,0,2,0.34
2021_12_01_10_21_01_909,0,2,0.34
2021_12_01_13_25_37_891,0,2,0.34
2021_12_01_16_29_39_490,0,2,0.34
2021_12_01_16_41_49_216,3,2,0.34
2021_12_04_10_20_25_948,0,2,0.34
2021_12_04_10_44_27_232,0,2,0.34
2021_12_04_14_20_22_081,0,2,0.34
2021_12_20_10_16_57_165,0,2,0.34
2021_12_04_14_31_24_378,0,2,0.34
2021_12_11_15_32_43_759,0,2,0.34
2021_12_08_11_29_00_240,2,2,0.34
2021_12_08_13_29_18_222,1,2,0.34
2021_12_08_13_55_26_645,0,2,0.34
2021_12_09_17_01_18_797,0,2,0.34
2021_12_09_17_07_38_312,3,2,0.34
2021_12_11_10_18_22_829,0,2,0.34
2021_12_11_10_19_16_930,0,2,0.34
2021_12_11_14_30_53_095,0,2,0.34
